protein_id	genome_id	tax_class	tier	subtier	evidence_score	n_tools	recommend_family	dbcan_hmm_family	dbcan_sub_family	diamond_family	seq_length	foldseek_3di_best_hit	foldseek_3di_pident	foldseek_3di_evalue	foldseek_3di_bits_norm	saprot_cosine_to_cazyme_centroid	structure_evidence_score	adjudicated_tier
jgi-Drest1-447-transcript:EWC48686	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.419	1	-	-	-	GH78	724	A0A3M6VGR8	51.1	8.276999999999999e-105	0.3142	0.8062	0.6087	gray_zone_structure_supports_cazyme
jgi-Drest1-3673-transcript:EWC45488	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.527	1	-	-	-	GT4	807	WEJ93299.1	58.5	5.759e-202	0.5648	0.8675	0.7493	gray_zone_structure_supports_cazyme
jgi-Drest1-2575-transcript:EWC46412	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.614	1	-	-	-	CE0	571	A0A4D6MPM3	66.8	1.6590000000000001e-87	0.2646	0.8212	0.5876	gray_zone_ambiguous_structure
jgi-Drest1-155-transcript:EWC48850	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.754	1	-	-	-	GT1	379	G0WE70	87.0	4.893e-208	0.5605	0.7786	0.7249	gray_zone_structure_supports_cazyme
jgi-Drest1-2049-transcript:EWC46817	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.491	1	-	-	-	GT57	572	WEJ94736.1	63.9	2.025e-191	0.5283	0.8925	0.7373	gray_zone_structure_supports_cazyme
jgi-Drest1-1693-transcript:EWC47216	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.639	1	-	-	-	AA4	453	A0A7H8QHT1	79.3	8.454999999999999e-196	0.5335	0.8553	0.7306	gray_zone_structure_supports_cazyme
jgi-Drest1-500-transcript:EWC48479	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.912	1	-	-	-	GH152	810	-	0.0		0.0	0.4445	0.3611	gray_zone_structure_supports_non_cazyme
jgi-Drest1-1684-transcript:EWC47207	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.487	1	-	-	-	GH3	900	P46970	43.7	1.3929999999999999e-73	0.2367	0.8132	0.5717	gray_zone_ambiguous_structure
jgi-Drest1-1023-transcript:EWC47885	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.8590000000000001	1	-	-	-	GT22	441	G0WE70	66.2	2.188e-148	0.4134	0.7952	0.6555	gray_zone_structure_supports_cazyme
jgi-Drest1-4159-transcript:EWC44785	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.635	1	-	-	-	GH81	444	A0A7H8QHR9	76.8	3.2170000000000003e-124	0.3534	0.7727	0.6198	gray_zone_structure_supports_cazyme
jgi-Drest1-3965-transcript:EWC45033	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.728	1	-	-	-	GH31_15	304	A0A1C5YKJ0	67.1	2.251e-05	0.0426	0.7472	0.4581	gray_zone_structure_supports_non_cazyme
jgi-Drest1-3942-transcript:EWC45010	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.3829999999999999	1	-	-	-	AA9	1257	A0A834RBM3	73.3	3.659e-17	0.0792	0.4753	0.4084	gray_zone_structure_supports_non_cazyme
jgi-Drest1-590-transcript:EWC48409	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.7490000000000001	1	-	-	-	GH67	247	A0A3A5LCK3	41.1	2.206e-08	0.0505	0.7574	0.4646	gray_zone_structure_supports_non_cazyme
jgi-Drest1-5372-transcript:EWC43625	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.511	1	-	-	-	GH3	1137	-	0.0		0.0	0.4103	0.3526	gray_zone_structure_supports_non_cazyme
jgi-Drest1-317-transcript:EWC48556	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.44	1	-	-	-	GH79	591	A0A9Q8ZI20	59.5	2.473e-149	0.423	0.8833	0.6823	gray_zone_structure_supports_cazyme
jgi-Drest1-60-transcript:EWC48755	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.5	1	-	-	-	GH35	565	A0A4P7SJX2	68.0	0.0001922	0.0418	0.8808	0.4911	gray_zone_structure_supports_non_cazyme
jgi-Drest1-2711-transcript:EWC46320	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.524	1	-	-	-	AA3_2	395	A0A9P4AX39	39.6	3.697e-11	0.0592	0.8241	0.4856	gray_zone_structure_supports_non_cazyme
jgi-Drest1-4085-transcript:EWC44938	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.495	1	-	-	-	CE4	630	A0A0F7SQR3	70.0	9.505e-23	0.094	0.8952	0.5208	gray_zone_ambiguous_structure
jgi-Drest1-928-transcript:EWC48093	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.884	1	-	-	-	AA2	377	A0A7R9A3Q4	74.5	1.531e-122	0.3455	0.809	0.625	gray_zone_structure_supports_cazyme
jgi-Drest1-2088-transcript:EWC46856	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.4429999999999999	1	-	-	-	GT1	488	A0A7R8W3E6	55.6	8.951e-05	0.0418	0.8861	0.4924	gray_zone_structure_supports_non_cazyme
jgi-Drest1-279-transcript:EWC48974	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.503	1	-	-	-	GH76	807	A0A6L9JS68	67.3	1.4859999999999998e-231	0.6397	0.8291	0.7771	gray_zone_structure_supports_cazyme
jgi-Drest1-3635-transcript:EWC45450	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.41	1	-	-	-	GH3	608	A0A4D6MP20	41.2	9.869e-62	0.1993	0.8917	0.5726	gray_zone_ambiguous_structure
jgi-Drest1-1452-transcript:EWC47327	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.511	1	-	-	-	GT90	616	A0A9Q8LK40	64.1	1.542e-198	0.5483	0.8685	0.7413	gray_zone_structure_supports_cazyme
jgi-Drest1-4485-transcript:EWC44481	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.5379999999999999	1	-	-	-	GH71	581	A0A8S2ABK9	60.5	6.739e-134	0.3829	0.8696	0.6589	gray_zone_structure_supports_cazyme
jgi-Drest1-5074-transcript:EWC44052	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.6629999999999999	1	-	-	-	GH47	835	A0A9P9K3K3	77.3	1.349e-233	0.6466	0.8148	0.777	gray_zone_structure_supports_cazyme
jgi-Drest1-2030-transcript:EWC47048	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.715	1	-	-	-	GH16_1	413	A0A899G6P5	70.5	9.552999999999999e-94	0.275	0.7785	0.5821	gray_zone_ambiguous_structure
jgi-Drest1-4461-transcript:EWC44553	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.54	1	-	-	-	GT32	1276	-	0.0		0.0	0.4466	0.3616	gray_zone_structure_supports_non_cazyme
jgi-Drest1-4446-transcript:EWC44538	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.318	1	-	-	-	GT31	960	UJR26865.1	48.1	2.0800000000000004e-27	0.1079	0.4899	0.4264	gray_zone_structure_supports_non_cazyme
jgi-Drest1-1715-transcript:EWC47238	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.4679999999999999	1	-	-	-	GT1	677	WEJ95752.1	56.6	8.712e-167	0.4708	0.7752	0.6792	gray_zone_structure_supports_cazyme
jgi-Drest1-3835-transcript:EWC45203	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.7	1	-	-	-	GT0	473	WIA31022.1	47.0	2.2319999999999998e-41	0.1427	0.8125	0.5245	gray_zone_ambiguous_structure
jgi-Drest1-4344-transcript:EWC44619	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.529	1	-	-	-	AA5	630	A0A7R9A3Q4	59.2	8.848e-97	0.2907	0.8004	0.5954	gray_zone_ambiguous_structure
jgi-Drest1-193-transcript:EWC48888	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.696	1	-	-	-	GT1	358	A0A7H8RBM1	41.2	1.151e-35	0.1245	0.7683	0.5043	gray_zone_structure_supports_non_cazyme
jgi-Drest1-1592-transcript:EWC47467	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.41	1	-	-	-	GT2	1252	-	0.0		0.0	0.4355	0.3589	gray_zone_structure_supports_non_cazyme
jgi-Drest1-3230-transcript:EWC45778	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.353	1	-	-	-	GH81	1172	A0A2S0MF48	39.2	6.909e-15	0.0722	0.5774	0.4305	gray_zone_structure_supports_non_cazyme
jgi-Drest1-2562-transcript:EWC46399	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.5589999999999999	1	-	-	-	GT1	685	A0A9Q8WMR9	53.4	1.399e-181	0.5083	0.7501	0.6917	gray_zone_structure_supports_cazyme
jgi-Drest1-4150-transcript:EWC44776	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.426	1	-	-	-	GT15	838	A0A9Q8T6W8	51.4	4.167e-82	0.2585	0.7608	0.5695	gray_zone_ambiguous_structure
jgi-Drest1-5234-transcript:EWC43757	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.375	1	-	-	-	CBM14	583	A0A387HHJ8	68.7	5.896e-112	0.3272	0.7899	0.6111	gray_zone_structure_supports_cazyme
jgi-Drest1-4889-transcript:EWC44075	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.444	1	-	-	-	AA4	844	A0A1U7CYB8	44.3	1.0979999999999999e-33	0.1253	0.7701	0.5052	gray_zone_structure_supports_non_cazyme
jgi-Drest1-3-transcript:EWC48698	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.706	1	-	-	-	GT34	669	A0A8S2AZU5	64.1	3.0519999999999996e-228	0.6258	0.8324	0.771	gray_zone_structure_supports_cazyme
jgi-Drest1-2027-transcript:EWC47045	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.516	1	-	-	-	GT57	416	A0A7H8RC90	42.3	4.342e-64	0.1993	0.8422	0.5602	gray_zone_ambiguous_structure
jgi-Drest1-4144-transcript:EWC44770	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.501	1	-	-	-	GH31_4	411	A0A7H8QT70	67.2	1.543e-87	0.2585	0.759	0.569	gray_zone_ambiguous_structure
jgi-Drest1-3579-transcript:EWC45394	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.262	1	-	-	-	CBM18	4349	A0A218NLZ2	39.2	2.26e-12	0.0653	0.7192	0.4624	gray_zone_structure_supports_non_cazyme
jgi-Drest1-5374-transcript:EWC43627	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.355	1	-	-	-	GT25	1275	A0A5Q3EKU1	65.3	1.231e-249	0.6945	0.8577	0.8117	gray_zone_structure_supports_cazyme
jgi-Drest1-2927-transcript:EWC46133	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.3929999999999999	1	-	-	-	CBM1+GH5_5	699	Q0J932	54.5	1.545e-72	0.2298	0.8152	0.5687	gray_zone_ambiguous_structure
jgi-Drest1-212-transcript:EWC48907	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.478	1	-	-	-	GH16_22	1150	QWU90274.1	51.3	6.6379999999999994e-164	0.4761	0.8291	0.6953	gray_zone_structure_supports_cazyme
jgi-Drest1-4955-transcript:EWC43933	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.599	1	-	-	-	GH47	279	A0A899G630	74.0	4.339e-99	0.282	0.7872	0.5878	gray_zone_ambiguous_structure
jgi-Drest1-5503-transcript:EWC43472	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.3979999999999999	1	-	-	-	CE5	771	A0A7R8D5U2	37.2	2.648e-09	0.0557	0.827	0.4846	gray_zone_structure_supports_non_cazyme
jgi-Drest1-565-transcript:EWC48384	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.426	1	-	-	-	GT57	1671	-	0.0		0.0	0.4342	0.3586	gray_zone_structure_supports_non_cazyme
jgi-Drest1-2718-transcript:EWC46327	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.513	1	-	-	-	GT34	573	A0A7H8QKK5	32.9	0.0004503	0.04	0.8238	0.476	gray_zone_structure_supports_non_cazyme
jgi-Drest1-4542-transcript:EWC44438	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.731	1	-	-	-	GT39	330	UWP81506.1	33.9	5.134e-19	0.0801	0.6929	0.4633	gray_zone_structure_supports_non_cazyme
jgi-Drest1-3798-transcript:EWC45166	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.718	1	-	-	-	GH79	523	A0A8H8P5D7	64.5	6.278e-153	0.4291	0.8601	0.6795	gray_zone_structure_supports_cazyme
jgi-Drest1-2516-transcript:EWC46573	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.561	1	-	-	-	CBM1	394	G1XH68	62.7	2.477e-141	0.3934	0.7497	0.6341	gray_zone_structure_supports_cazyme
jgi-Drest1-4692-transcript:EWC44354	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.5539999999999999	1	-	-	-	GH16_22	695	A0A1W6ZY44	52.1	0.0001455	0.0418	0.859	0.4856	gray_zone_structure_supports_non_cazyme
jgi-Drest1-2802-transcript:EWC46204	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.253	1	-	-	-	CBM1+GH45_2	3473	-	0.0		0.0	0.4313	0.3578	gray_zone_structure_supports_non_cazyme
jgi-Drest1-3065-transcript:EWC45838	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.5579999999999999	1	-	-	-	GH3	772	A0A250L9Q4	36.9	7.811e-15	0.0714	0.8751	0.5045	gray_zone_structure_supports_non_cazyme
jgi-Drest1-4709-transcript:EWC44371	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.5329999999999999	1	-	-	-	GH47	539	A0A6M7ZQI8	73.5	1.92e-134	0.3829	0.7768	0.6357	gray_zone_structure_supports_cazyme
jgi-Drest1-5248-transcript:EWC43729	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.532	1	-	-	-	GH0	1412	A0A8H8T062	48.6	1.857e-104	0.3211	0.8379	0.6201	gray_zone_structure_supports_cazyme
jgi-Drest1-2176-transcript:EWC46711	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.3989999999999999	1	-	-	-	GT2	1339	A0A160T0J5	60.4	2.76e-54	0.1845	0.8595	0.5571	gray_zone_ambiguous_structure
jgi-Drest1-4284-transcript:EWC44652	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.706	1	-	-	-	GH36	500	A0A8H8P5D7	70.9	8.135e-176	0.4856	0.8024	0.6934	gray_zone_structure_supports_cazyme
jgi-Drest1-3578-transcript:EWC45393	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.5529999999999999	1	-	-	-	GT62	1579	Q7USA4	40.2	1.529e-08	0.054	0.6585	0.4416	gray_zone_structure_supports_non_cazyme
jgi-Drest1-3008-transcript:EWC45995	Drest1	Orbiliomycetes	gray_zone	2A_gray_high	0.573	1	-	-	-	GT57	399	A0A6S6R8B6	45.4	6.545e-05	0.0418	0.791	0.4686	gray_zone_structure_supports_non_cazyme
jgi-Drest1-373-transcript:EWC48612	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.4579999999999999	1	-	-	-	AA3	818	WIA09999.1	56.1	7.516e-163	0.4656	0.7684	0.6749	gray_zone_structure_supports_cazyme
jgi-Drest1-3553-transcript:EWC45368	Drest1	Orbiliomycetes	gray_zone	2B_gray_low	0.4	1	-	-	-	GT15	718	J7RY67	33.5	3.458e-07	0.0496	0.8629	0.4905	gray_zone_structure_supports_non_cazyme
jgi-Drest1-2491-transcript:EWC46548	Drest1	Orbiliomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH3_e16	GH3(90-310)	GH3_e16(91-311)	GH3	860	A0A180GCR3	59.5	1.7189999999999998e-239	0.6623	0.8283	0.7882	high_confidence_cazyme
jgi-Drest1-774-transcript:EWC48244	Drest1	Orbiliomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9948387096774194	3	GT48_e0	GT48(856-1635)	GT48_e0(860-1634)	GT48	1915	A9YLC5	50.2	6.598e-60	0.2002	0.6339	0.5086	high_confidence_cazyme
jgi-Drest1-3410-transcript:EWC45530	Drest1	Orbiliomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9869791666666666	3	GT22_e27	GT22(31-423)	GT22_e27(34-426)	GT22	585	G1X6R5	69.5	1.383e-171	0.4787	0.851	0.7021	high_confidence_cazyme
jgi-Drest1-5298-transcript:EWC43551	Drest1	Orbiliomycetes	high_confidence_cazyme	1A_all_tools_agree	0.7052980132450332	3	GH76_e10	GH76(132-445)	GH76_e10(125-385)	GH0	553	D3F8M1	50.2	6.590999999999999e-60	0.1932	0.8578	0.561	high_confidence_cazyme
jgi-Drest1-2715-transcript:EWC46324	Drest1	Orbiliomycetes	high_confidence_cazyme	1A_all_tools_agree	0.99	3	GH45_1	GH45_1(26-226)	GH45_e0(28-227)	GH45_1	270	A0A7U2I9Y7	72.2	1.417e-98	0.2802	0.8294	0.5975	high_confidence_cazyme
jgi-Drest1-2700-transcript:EWC46309	Drest1	Orbiliomycetes	high_confidence_cazyme	1A_all_tools_agree	0.809322033898305	3	GT59_e2	GT59(241-591)	GT59_e2(241-592)	GT59	653	E3KTL2	57.2	1.383e-114	0.3368	0.8149	0.6221	high_confidence_cazyme
jgi-Drest1-3903-transcript:EWC45112	Drest1	Orbiliomycetes	high_confidence_cazyme	1A_all_tools_agree	0.95	3	GT32_e52	GT32(75-155)	GT32_e52(80-155)	GT32	309	S9PT69	71.6	1.5e-110	0.3124	0.8744	0.6248	high_confidence_cazyme
jgi-Drest1-1090-transcript:EWC47952	Drest1	Orbiliomycetes	high_confidence_cazyme	1A_all_tools_agree	0.996309963099631	3	GT15_e0	GT15(104-374)	GT15_e0(106-375)	GT15	428	A0A7H9HVZ1	76.4	6.37e-176	0.4822	0.8416	0.7015	high_confidence_cazyme
jgi-Drest1-1882-transcript:EWC47155	Drest1	Orbiliomycetes	high_confidence_cazyme	1B_two_tools_agree	0.8659217877094972	2	GH16_23	GH16_23(107-273)	GH16_e228(112-273)	-	285	A0A061BC35	49.6	1.785e-50	0.1601	0.716	0.5091	high_confidence_cazyme
jgi-Drest1-5132-transcript:EWC43829	Drest1	Orbiliomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9897959183673468	3	GH10_e64	GH10(115-424)	GH10_e64(117-423)	CBM1+GH10	429	G1XM94	75.4	3.583e-173	0.4752	0.764	0.6786	high_confidence_cazyme
jgi-Drest1-3534-transcript:EWC45349	Drest1	Orbiliomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH125_e2	GH125(211-653)	GH125_e2(212-654)	GH125	676	A0A167ENV8	72.6	7.031000000000001e-207	0.5718	0.8793	0.7557	high_confidence_cazyme
jgi-Drest1-3992-transcript:EWC44845	Drest1	Orbiliomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9982300884955752	3	AA3_2	AA3_2(12-578)	AA3_e28(13-578)	AA3_2	585	A0A9Q9RQ15	68.3	2.593e-218	0.5962	0.878	0.7676	high_confidence_cazyme
jgi-Drest1-419-transcript:EWC48658	Drest1	Orbiliomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9927536231884058	3	GT1_e153	GT1(336-646)	GT1_e153(219-656)	GT1	1467	A0A7D5YNY2	71.0	7.151e-206	0.5831	0.7606	0.7317	high_confidence_cazyme
jgi-Drest1-1321-transcript:EWC47566	Drest1	Orbiliomycetes	high_confidence_cazyme	1A_all_tools_agree	0.8864628820960698	3	GT34_e9	GT34(107-386)	GT34_e9(109-337)	GT34	450	G1XFU8	64.0	5.829999999999999e-89	0.2637	0.8122	0.5849	high_confidence_cazyme
jgi-Drest1-3841-transcript:EWC45209	Drest1	Orbiliomycetes	high_confidence_cazyme	1B_two_tools_agree	0.9655172413793104	2	CBM48_e62	-	CBM48_e62(13-68)	CBM48	599	G1X877	75.2	4.888e-33	0.1218	0.5433	0.4468	high_confidence_cazyme
jgi-Drest1-4618-transcript:EWC44280	Drest1	Orbiliomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9868852459016394	3	GH10_e103	GH10(64-374)	GH10_e103(64-374)	GH10	392	G1XA53	70.9	4.521e-157	0.4334	0.8946	0.6904	high_confidence_cazyme
jgi-Drest1-4872-transcript:EWC44136	Drest1	Orbiliomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9787644787644788	3	AA5_1	AA5_1(40-543)	AA5_e6(41-544)	AA5_1+CBM18	1070	A0A4P7N7Q1	61.7	6.112000000000001e-182	0.5222	0.7389	0.6958	high_confidence_cazyme
jgi-Drest1-4708-transcript:EWC44370	Drest1	Orbiliomycetes	high_confidence_cazyme	1B_two_tools_agree	0.9544364508393284	2	AA7_e0	AA7(30-260)	AA7_e0(44-453)	-	464	A0A7U2MMW2	52.6	1.479e-102	0.2994	0.8879	0.6217	high_confidence_cazyme
jgi-Drest1-1504-transcript:EWC47379	Drest1	Orbiliomycetes	high_confidence_cazyme	1A_all_tools_agree	0.594	3	GT90_e10	GT90(257-499)	GT90_e10(357-500)	GT90	509	G1X282	63.1	4.0579999999999995e-137	0.3882	0.8823	0.6647	high_confidence_cazyme
jgi-Drest1-4829-transcript:EWC44178	Drest1	Orbiliomycetes	high_confidence_cazyme	1A_all_tools_agree	0.997979797979798	3	AA1_e4	AA1(59-572)	AA1_e4(60-573)	AA1	617	A0A507QXN6	56.9	6.8179999999999995e-152	0.4299	0.8453	0.6763	high_confidence_cazyme
jgi-Drest1-1613-transcript:EWC47488	Drest1	Orbiliomycetes	high_confidence_cazyme	1A_all_tools_agree	0.996415770609319	3	GH72_e10	GH72(20-299)	GH72_e10(20-300)	GH72	431	A0A4P6XLP4	67.3	4.0560000000000004e-131	0.3699	0.8354	0.6438	high_confidence_cazyme
jgi-Drest1-3435-transcript:EWC45555	Drest1	Orbiliomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9886685552407932	3	GH18_e20	GH18(121-465)	GH18_e20(122-464)	GH18	518	A0A9Q8QJL0	69.5	5.478e-145	0.4082	0.8605	0.6692	high_confidence_cazyme
jgi-Drest1-796-transcript:EWC48266	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	1013	-	0.0		0.0	0.4257	0.3564	high_confidence_non_cazyme
jgi-Drest1-3604-transcript:EWC45419	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	319	A0A4P7BYU0	60.0	1.091e-06	0.0461	0.8827	0.4937	high_confidence_non_cazyme
jgi-Drest1-1764-transcript:EWC47287	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	843	-	0.0		0.0	0.4162	0.3541	high_confidence_non_cazyme
jgi-Drest1-2736-transcript:EWC46345	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	694	-	0.0		0.0	0.8154	0.4539	high_confidence_non_cazyme
jgi-Drest1-1082-transcript:EWC47944	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	1008	A0A8H8SZJ7	38.3	1.3970000000000001e-34	0.1288	0.6128	0.4676	high_confidence_non_cazyme
jgi-Drest1-588-transcript:EWC48407	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	141	A0A975LDS7	31.6	1.093e-06	0.0435	0.7694	0.4641	high_confidence_non_cazyme
jgi-Drest1-1549-transcript:EWC47424	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	243	A0A828Z3C4	37.5	1.504e-12	0.0609	0.8602	0.4955	high_confidence_non_cazyme
jgi-Drest1-2068-transcript:EWC46836	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	442	A0A8F2VX64	58.8	1.383e-59	0.1889	0.8322	0.5525	high_confidence_non_cazyme
jgi-Drest1-4227-transcript:EWC44713	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	626	-	0.0		0.0	0.4841	0.371	high_confidence_non_cazyme
jgi-Drest1-1734-transcript:EWC47257	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	319	WEJ95743.1	50.6	7.987e-06	0.0444	0.6294	0.4295	high_confidence_non_cazyme
jgi-Drest1-5053-transcript:EWC44031	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	463	A0A9R0NW47	55.6	5.4310000000000005e-58	0.1854	0.7886	0.5398	high_confidence_non_cazyme
jgi-Drest1-2479-transcript:EWC46536	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	321	A0A8S1ZFB0	47.6	2.662e-07	0.0479	0.7261	0.4555	high_confidence_non_cazyme
jgi-Drest1-864-transcript:EWC48029	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	303	-	0.0		0.0	0.5309	0.3827	high_confidence_non_cazyme
jgi-Drest1-245-transcript:EWC48940	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	382	D2XJE4	43.8	1.495e-05	0.0435	0.617	0.426	high_confidence_non_cazyme
jgi-Drest1-1879-transcript:EWC47152	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	870	-	0.0		0.0	0.4833	0.3708	high_confidence_non_cazyme
jgi-Drest1-3097-transcript:EWC45870	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	356	E1R5Q2	48.7	0.000677	0.0392	0.6655	0.436	high_confidence_non_cazyme
jgi-Drest1-743-transcript:EWC48213	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	219	-	0.0		0.0	0.6466	0.4116	high_confidence_non_cazyme
jgi-Drest1-1503-transcript:EWC47378	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	539	A0A5B8KPE3	32.0	1.727e-15	0.0722	0.8692	0.5034	high_confidence_non_cazyme
jgi-Drest1-4901-transcript:EWC44087	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	658	-	0.0		0.0	0.4399	0.36	high_confidence_non_cazyme
jgi-Drest1-325-transcript:EWC48564	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	462	A0A7R8WM74	37.6	4.256e-35	0.1253	0.8844	0.5338	high_confidence_non_cazyme
jgi-Drest1-866-transcript:EWC48031	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	543	A0A2P1BVT5	45.1	4.0900000000000004e-37	0.1323	0.7562	0.5052	high_confidence_non_cazyme
jgi-Drest1-1581-transcript:EWC47456	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	558	A0A9Q8Z2V8	51.8	6.697e-61	0.1958	0.7164	0.527	high_confidence_non_cazyme
jgi-Drest1-1482-transcript:EWC47357	Drest1	Orbiliomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	240	A0A090BUN9	50.0	7.526000000000001e-36	0.121	0.8657	0.5269	high_confidence_non_cazyme
