protein_id	tier	family	foldseek_3di_best_hit	foldseek_3di_pident	foldseek_3di_evalue	foldseek_3di_bits_norm	saprot_cosine_to_cazyme_centroid	structure_evidence_score
jgi-FoxF1003_1-698807-estExt_Genewise1Plus.C_11_t30134	gray_zone	-	F9G000	60.8	4.271e-83	0.2539	0.7911	0.5747
jgi-Aspbre1-268648-MIX2600_237_43	gray_zone	-	A0A0F7SQT6	37.0	2.032e-38	0.1396	0.6818	0.4902
jgi-Lipst1_1-70216-fgenesh1_kg.4_#_678_#_Locus2316v1rpkm79.55	gray_zone	-	A0A8R9YT75	36.2	3.07e-40	0.1449	0.6655	0.4888
jgi-Aspcor1-158368-fgenesh1_pm.119_#_15	high_confidence_non_cazyme	-	A0A4Y1QVX3	50.2	8.188e-77	0.2478	0.6519	0.5369
jgi-Tripleu1-435410-fgenesh1_kg.3_#_5_#_TRINITY_DN1364_c0_g2_i2	gray_zone	-	-	0.0	nan	0.0000	0.4460	0.3615
jgi-Aspoch1-510913-fgenesh1_pm.6_#_558	gray_zone	-	A0A7D5YWX2	54.8	2.868e-74	0.2365	0.8165	0.5724
jgi-Gilper1-513697-estExt_Genewise1Plus.C_320083	gray_zone	-	A0A6M7ZQI8	71.8	7.444e-135	0.3848	0.7980	0.6419
jgi-Xyltel121673_1-238324-CE238323_3450	gray_zone	-	A0A8S1ZR80	65.0	1.92e-91	0.2705	0.8646	0.6014
jgi-Aspflo1-170602-gm1.429_g	high_confidence_cazyme	GH18_e94	A0A7G5J785	74.2	3.533e-146	0.4066	0.8592	0.6681
jgi-Fusco1-362545-CE362544_535	high_confidence_non_cazyme	-	D2XJE4	62.7	0.0001304	0.0393	0.6081	0.4217
jgi-Asparx1-208193-gm1.3238_g	gray_zone	-	A0A8H8P5D7	70.3	1.137e-174	0.4843	0.8020	0.6926
jgi-Copscl1-468626-e_gw1.70.47.1	gray_zone	-	A0A7R8ZIV0	61.9	8.382e-242	0.6649	0.7954	0.7813
jgi-Lacfe1-1676-transcript:SCW01007	gray_zone	-	QWU86368.1	66.7	9.809e-268	0.7373	0.8596	0.8336
jgi-Penth1-232183-MIX21511_1076_48	high_confidence_cazyme	CBM21_e9	A0A9Q8QGT2	76.3	1.797e-50	0.1719	0.5128	0.4642
jgi-Suipic1-1608417-estExt_Genemark1.C_580074	gray_zone	-	A0A6M7ZFE8	46.5	1.898e-79	0.2513	0.8703	0.5932
jgi-Asppur1-30416-CE30415_20796	gray_zone	-	A0A899G1X6	68.1	5.1e-243	0.6771	0.8772	0.8079
jgi-Aspsac1-420910-estExt_fgenesh1_pg.C_40098	gray_zone	-	W0TBK5	46.8	6.282e-40	0.1370	0.7758	0.5124
jgi-Daralp1-693897-estExt_Genewise1.C_5_t10182	gray_zone	-	A0A9Q8ZEG8	41.2	4.655e-76	0.2461	0.5348	0.5067
jgi-Kredeu1-486910-fgenesh1_pm.6_#_138	high_confidence_cazyme	CE2_e3	WFB36276.1	50.3	1.76e-72	0.2216	0.8199	0.5658
jgi-Lycper1-928347-estExt_fgenesh1_pm.C_490010	high_confidence_non_cazyme	-	A0A291B0A8	50.7	1.019e-107	0.3220	0.8775	0.6304
jgi-Asprhi1-104742-CE104741_2530	gray_zone	-	A0A8S1ZX97	46.3	1.477e-112	0.3438	0.8838	0.6429
jgi-Spoin1-7596-transcript:OAA63668	gray_zone	-	A0A0F6YLV9	41.7	1.91e-05	0.0454	0.5695	0.4151
jgi-Asppterr1-148038-fgenesh1_kg.11_#_149_#_TRINITY_DN4114_c2_g1_i1	gray_zone	-	A0A223D1F8	32.7	3.766e-12	0.0637	0.8568	0.4961
jgi-Morexi1-578786-fgenesh1_kg.2_#_204_#_TRINITY_DN3756_c0_g3_i1	gray_zone	-	QWU90274.1	54.6	5.757e-161	0.4695	0.8250	0.6910
jgi-Asplon1-197775-fgenesh1_kg.106_#_71_#_TRINITY_DN992_c0_g2_i1	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.6141	0.4035
jgi-Lenafn_TMI1502_1-44374-e_gw1.258.2.1	high_confidence_cazyme	CE12_e43	A0A2L2TI54	73.5	1.714e-97	0.2775	0.8164	0.5928
jgi-Aspven1-356671-fgenesh1_kg.10_#_215_#_TRINITY_DN8043_c0_g1_i1	gray_zone	-	CAG5109774.1	51.1	3.546e-77	0.2356	0.9162	0.5968
jgi-Aspniv1-54522-CE54521_4711	gray_zone	-	A0A6H0XYG6	58.0	1.356e-15	0.0733	0.4879	0.4086
jgi-Zoorad1-448082-fgenesh1_kg.119_#_5_#_TRINITY_DN7546_c0_g1_i2	high_confidence_cazyme	AA7_e4	I1S2K2	53.9	1.007e-117	0.3412	0.8630	0.6364
jgi-Valma1-9824-transcript:KUI72885	gray_zone	-	QWU90274.1	51.7	1.751e-176	0.5096	0.8305	0.7124
jgi-FvanT110_1-522540-fgenesh1_pm.19_#_190	gray_zone	-	A0A447BXU6	50.4	6.229e-87	0.2653	0.7462	0.5692
jgi-Asphai1-374142-fgenesh1_kg.155_#_66_#_TRINITY_DN209_c0_g1_i1	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5008	0.3752
jgi-Bauco1-30039-fgenesh1_kg.2_#_277_#_Locus2558v1rpkm74.00	gray_zone	-	A0A9Q9DPK0	62.8	2.565e-168	0.4747	0.8148	0.6911
jgi-Powhir1-513089-gm1.7519_g	gray_zone	-	G9HW07	43.9	4.665e-38	0.1335	0.8110	0.5195
jgi-Pgt_Ug99_A1-4614-rna-gnl-WGS:VDEP-PGTUg99_031864-T1_mrna	gray_zone	-	-	0.0	nan	0.0000	0.4302	0.3575
jgi-Polsqu1-663200-fgenesh1_kg.116_#_64_#_TRINITY_DN12750_c0_g3_i1	gray_zone	-	A0A9W8R2E6	73.9	3.491e-106	0.3106	0.7897	0.6027
jgi-Podaus1-487862-fgenesh1_kg.11_#_383_#_TRINITY_DN4581_c0_g1_i2	gray_zone	-	A0A9Q9RM93	74.6	4.358e-122	0.3447	0.8399	0.6323
jgi-Herpot1_1-598196-estExt_fgenesh1_pm.C_260198	gray_zone	-	A0A834RBM3	71.6	3.325e-16	0.0759	0.4976	0.4123
jgi-Anoalb1-2108798-e_gw1.26.232.1	gray_zone	-	WEJ95743.1	38.1	2.888e-48	0.1640	0.7986	0.5317
jgi-Aspne1-174468-fgenesh1_pm.13_#_16	gray_zone	-	WIA17507.1	42.9	2.568e-28	0.1108	0.6192	0.4602
jgi-Stasp1-253415-estExt_Genewise1.C_12_t10404	gray_zone	-	-	0.0	nan	0.0000	0.8406	0.4601
jgi-Aspbisp1-209654-MIX3212_555_100	gray_zone	-	A0A6H0Y104	73.0	5.821e-156	0.4354	0.8159	0.6717
jgi-Rhisol1-11004-transcript:EUC64409	high_confidence_cazyme	GH79_e13	A0A8H2Y164	60.8	1.461e-153	0.4372	0.8298	0.6760
jgi-Exool1-140927-PV06_05378T0	gray_zone	-	A0A7S8D4P8	58.6	1.301e-92	0.2827	0.8456	0.6027
jgi-Fusoxlyc1-2543-rna-gnl-WGS:AGBH-mrna_FOWG_09992T0	gray_zone	-	A0A9Q8ZFP4	67.3	2.768e-138	0.3857	0.8842	0.6639
jgi-Plecuc1-128079-CE128078_3340	gray_zone	-	CAB4071864.1	60.9	8.603e-68	0.2120	0.7779	0.5505
jgi-Clasph1-6039-CSPH_05608-R0	gray_zone	-	A0A385BR82	58.3	7.824e-62	0.1990	0.8399	0.5594
jgi-Melme_tre1-1127631-fgenesh1_pm.47_#_7	gray_zone	-	P46970	48.1	2.869e-112	0.3429	0.6416	0.5819
jgi-Porspa1-1834607-e_gw1.69.99.1	gray_zone	-	A0A517L745	71.4	2.786e-131	0.3691	0.8377	0.6440
jgi-Sphst1-250521-gm1.12411_g	gray_zone	-	ARA85284.1	59.3	7.973e-87	0.2548	0.8727	0.5956
jgi-Asppsf1-149160-fgenesh1_kg.20_#_189_#_TRINITY_DN11011_c0_g1_i1	gray_zone	-	A0A1X7S587	63.4	3.176e-148	0.4241	0.8681	0.6791
jgi-Ricfib1-2523289-fgenesh1_kg.134_#_82_#_Locus4379v1rpkm45.72	gray_zone	-	WFD22748.1	33.6	1.279e-36	0.1318	0.8840	0.5369
jgi-Mycmet1-1401144-estExt_Genewise1Plus.C_1_t30017	high_confidence_cazyme	AA2_e8	E3QAZ3	58.1	7.666e-107	0.3106	0.8015	0.6057
jgi-Aspisr1-35274-fgenesh1_pm.25_#_35	gray_zone	-	A0A810N5V3	48.1	1.645e-43	0.1449	0.7904	0.5200
jgi-TriTUC5505_1-355120-fgenesh1_kg.5_#_1556_#_TRINITY_DN3711_c0_g1_i1	gray_zone	-	K8ELT8	44.0	1.35e-126	0.3805	0.7848	0.6364
jgi-Phlrad1-144885-plus.g5214.t1	high_confidence_non_cazyme	-	K8EL64	40.5	0.0002613	0.0410	0.7071	0.4473
jgi-Aspoli1_1-219089-gm1.1189_g	gray_zone	-	UZN02919.1	38.4	3.548e-10	0.0576	0.6167	0.4330
jgi-Ilyro1-421368-estExt_fgenesh1_pg.C_13_t20013	gray_zone	-	A0A9Q8SQH7	53.6	8.681e-19	0.0829	0.5178	0.4209
jgi-Schpa1-842537-estExt_Genewise1.C_00002_t20038	gray_zone	-	QGI79035.1	79.4	7.014e-191	0.5253	0.7821	0.7082
jgi-Asptur1-10529-CE10528_9140	gray_zone	-	A0A8S2AUF1	82.2	1.02e-154	0.4276	0.7312	0.6466
jgi-TerJ132_1-3657-transcript:KNZ78720	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.6476	0.4119
jgi-Colac2-699895-estExt_Genewise1Plus.C_490128	gray_zone	-	A0A8S2ADH0	61.0	4.084e-139	0.4127	0.7968	0.6556
jgi-Schvir1-25312-e_gw1.8.33.1	gray_zone	-	A0A3F3AZX4	45.9	4.076e-24	0.0986	0.6778	0.4688
jgi-Phchr3_2-6540806-fgenesh1_kg.1_#_1853_#_TRINITY_DN1430_c0_g1_i5	gray_zone	-	A0A8F3AI11	45.3	7.819e-111	0.3394	0.6023	0.5703
jgi-Greab1-503754-fgenesh1_pm.30_#_80	gray_zone	-	QYG93108.1	36.2	1.155e-18	0.0803	0.8531	0.5034
jgi-FoxF1004_1-841807-e_gw1.7.1804.1	gray_zone	-	UQX89424.1	30.8	1.808e-25	0.1003	0.8852	0.5215
jgi-Daldec1-209938-CE209937_1854	gray_zone	-	A0A346A1H1	73.9	7.785e-07	0.0480	0.8257	0.4804
jgi-Rhimi_ATCC52814_1-302854-gm1.2553_g	gray_zone	-	WFD23442.1	51.9	5.097e-99	0.3080	0.6709	0.5717
jgi-Tramey1-883421-gw1.9.388.1	high_confidence_cazyme	GH5_9	G8A531	60.8	1.901e-161	0.4572	0.8187	0.6833
jgi-Rhima1-3476-transcript:KIX08829	high_confidence_non_cazyme	-	A0A1S8LZR7	46.9	3.231e-54	0.1728	0.8084	0.5385
jgi-Aspspi1-277914-gm1.7579_g	gray_zone	-	A0A6L9JRK9	43.8	1.02e-138	0.4119	0.8247	0.6621
jgi-Lennov1-81515-gm1.5634_g	gray_zone	-	A0A8S2AJS5	62.6	2.534e-124	0.3543	0.7587	0.6168
jgi-Canca1-2970-gm1.2970_g	gray_zone	-	A0A8H8P736	53.8	2.244e-128	0.3674	0.7882	0.6307
jgi-Crori1-851191-estExt_Genewise1Plus.C_1200031	gray_zone	-	UZJ55529.1	50.0	1.362e-15	0.0689	0.6849	0.4557
jgi-Pirfi3-401425-estExt_fgenesh1_pm.C_10363	gray_zone	-	-	0.0	nan	0.0000	0.4828	0.3707
jgi-Aspuda1-8339-AUD_4349	gray_zone	-	A0A9W8R2E6	75.2	3.014e-104	0.3045	0.7804	0.5974
jgi-Cocpos1-3187-transcript:EFW20012	gray_zone	-	A0A2A7HEG8	41.0	1.976e-10	0.0576	0.8596	0.4937
jgi-Colph1-454266-fgenesh1_pg.27_#_126	gray_zone	-	A0A9Q8T6J9	49.2	5.982e-44	0.1518	0.8039	0.5269
jgi-Bacci1-259120-estExt_Genewise1Plus.C_1970026	high_confidence_non_cazyme	-	A0A1Q6G2Z1	32.9	2.918e-07	0.0497	0.5603	0.4149
jgi-FvanT33_1-282141-fgenesh1_kg.6_#_1241_#_TRINITY_DN8302_c0_g1_i1	gray_zone	-	A0A4Y1R718	30.2	0.0001074	0.0410	0.8003	0.4706
jgi-Phycit1-419667-fgenesh1_kg.36_#_95_#_Locus1133v1rpkm122.58	high_confidence_cazyme	AA1_3	A0A2H3S4A9	65.6	1.113e-171	0.4764	0.7545	0.6768
jgi-Asppdef1-272731-gm1.12622_g	high_confidence_non_cazyme	-	A0A7H8QQE3	42.4	9.839e-59	0.1902	0.9010	0.5704
jgi-MoelNVP5_1-6202-BGZ90_006259-T1	high_confidence_cazyme	GT2	G4THC1	65.6	1.679e-263	0.7321	0.8499	0.8285
jgi-Aspsublat1-276208-gm1.10063_g	gray_zone	-	A0A7H8QT70	75.8	1.111e-141	0.3997	0.7667	0.6415
jgi-Aspcu1-434445-fgenesh1_pm.49_#_22	gray_zone	-	A0A6B9TMV5	37.1	2.366e-05	0.0445	0.8152	0.4760
jgi-Kircor1-389251-fgenesh1_kg.38_#_262_#_TRINITY_DN3410_c0_g1_i1	gray_zone	-	CAB4112156.1	53.4	1.261e-17	0.0759	0.7927	0.4861
jgi-Crudry1-1667947-CE1667946_38750	gray_zone	-	ARA85284.1	56.9	3.83e-85	0.2513	0.8726	0.5938
jgi-MospGBA43_1-3690-BGX31_003717-T1	gray_zone	-	A0A554XE19	55.1	5.602e-10	0.0585	0.7095	0.4566
jgi-Fusmo1-305341-MIX7569_51_85	gray_zone	-	-	0.0	nan	0.0000	0.8015	0.4504
jgi-FvanT36_1-161597-CE161596_1408	high_confidence_non_cazyme	-	QOX79027.1	39.0	1.938e-13	0.0663	0.8943	0.5067
jgi-Clapol1_1-368918-CE368917_3332	gray_zone	-	F8KZE4	31.0	1.717e-15	0.0707	0.8149	0.4891
jgi-Morgam1-468905-fgenesh1_pm.72_#_2	gray_zone	-	CAG5110146.1	27.4	9.726e-10	0.0558	0.7975	0.4773
jgi-EurotioJF034F_1-436216-fgenesh1_kg.4_#_2319_#_TRINITY_DN4175_c0_g3_i1	gray_zone	-	CAB4082109.1	58.0	9.484e-47	0.1501	0.8134	0.5284
jgi-Pdis17420_1-276887-fgenesh1_kg.60_#_20_#_TRINITY_DN1501_c2_g1_i1	gray_zone	-	-	0.0	nan	0.0000	0.4587	0.3647
jgi-Colcu1-14030-mrna_14030	gray_zone	-	A0A9W6NSP5	46.5	1.524e-57	0.1841	0.7883	0.5391
jgi-FlaPMI526_1-1705929-gm1.4219_g	high_confidence_cazyme	CBM13_e183	A0A1M4EH27	54.8	1.593e-32	0.1108	0.7788	0.5001
jgi-Aspang1-946187-fgenesh1_kg.57_#_44_#_TRINITY_DN993_c0_g1_i1	gray_zone	-	A0A7H8RC90	44.4	7.17e-64	0.1998	0.8236	0.5558
jgi-Asppari1-363899-fgenesh1_kg.98_#_43_#_TRINITY_DN4885_c0_g1_i2	gray_zone	-	W0VB37	54.8	2.387e-127	0.3656	0.8987	0.6575
jgi-Polsie1-794989-fgenesh1_kg.19_#_1243_#_TRINITY_DN2790_c1_g1_i2	high_confidence_non_cazyme	-	C9LY13	51.4	2.353e-06	0.0454	0.5701	0.4152
jgi-Aspwes1-93025-CE93024_4937	gray_zone	-	A0A8H8P2P4	51.4	1.158e-49	0.1719	0.8137	0.5394
jgi-Aspeviol1-248736-MIX1581_58_59	gray_zone	-	-	0.0	nan	0.0000	0.7999	0.4500
jgi-Colsp1-10860-mrna_6384	gray_zone	-	K8EM54	33.0	1.024e-41	0.1475	0.8612	0.5390
jgi-Cylto1-375266-estExt_Genewise1.C_850005	gray_zone	-	A0A4D6NUZ0	67.9	1.516e-113	0.3229	0.7818	0.6069
jgi-Pcom16775_1-366542-fgenesh1_pm.21_#_97	gray_zone	-	F0R6T4	49.2	7.24e-07	0.0497	0.6060	0.4264
jgi-Pensol1-9402-PENSOL_c058G00033T0	high_confidence_non_cazyme	-	A0A7Z2YEI1	35.6	1.721e-08	0.0497	0.7572	0.4642
jgi-HaspN3175_1-2549-BGZ49_002561-T1	gray_zone	-	Q5BGH8	55.1	1.549e-115	0.3517	0.8024	0.6264
jgi-Pcit122670-531538-e_gw1.35.214.1	gray_zone	-	A0A7H8QMI3	65.7	2.198e-200	0.5567	0.8609	0.7436
jgi-Tulinq1-1647273-estExt_fgenesh1_pm.C_170036	gray_zone	-	A0A7T5EQF7	49.2	1.086e-05	0.0445	0.8594	0.4871
jgi-Pycco1662_1-782913-fgenesh1_kg.19_#_125_#_Locus2484v1rpkm64.25	high_confidence_cazyme	GH125_e2	A0A1I9Q752	68.0	4.125e-183	0.5079	0.8778	0.7234
jgi-Penfe1-421527-estExt_fgenesh1_pg.C_4_t30016	gray_zone	-	D1PFS4	48.7	5.006e-55	0.1736	0.8476	0.5487
jgi-Lacbi2-308285-Lacbi1.eu2.Lbscf0039g01380	high_confidence_cazyme	GT15_e0	A0A061BIW8	57.0	1.25e-74	0.2243	0.8498	0.5746
jgi-Aspparac1-6990-e_gw1.2.84.1	gray_zone	-	A0A9Q8ZEG8	50.6	1.549e-115	0.3517	0.7363	0.6099
jgi-Polhy1-7399-transcript:PGH19190	gray_zone	-	A0A9Q8UWS4	44.1	8.095e-05	0.0428	0.8791	0.4911
jgi-Daequ1-721483-fgenesh1_kg.4_#_327_#_Locus96v1rpkm1101.19	gray_zone	-	WEJ94736.1	63.4	2.833e-191	0.5305	0.9016	0.7407
jgi-Armosto1-249904-mRNA_AROS_00149_AROS_00149	high_confidence_cazyme	PL3_2	WDK15293.1	66.5	1.03e-62	0.1902	0.6622	0.5107
jgi-Penbra1-10861-PMG11_08545-1	gray_zone	-	A0A6G7X528	49.6	4.207e-24	0.0942	0.9029	0.5228
jgi-MospKOD1030_1-11663-BGZ74_011768-T1	high_confidence_non_cazyme	-	A0A974WRY7	49.5	9.314e-16	0.0698	0.5777	0.4293
jgi-Glotr1_1-140057-estExt_Genemark1.C_000110224	gray_zone	-	A0A7R8ZIV0	62.2	6.105e-241	0.6640	0.8180	0.7865
jgi-Oudmuc1-1445099-gm1.17957_g	gray_zone	-	QQO05801.1	42.5	5.34e-06	0.0462	0.7938	0.4716
jgi-Mordis1-794113-fgenesh1_pm.6_#_28	gray_zone	-	WFC97211.1	38.6	3.945e-36	0.1335	0.6254	0.4731
jgi-Trapol1-1161385-gm1.9631_g	gray_zone	-	Q7FAU0	35.7	1.915e-16	0.0768	0.7771	0.4827
jgi-Aspjen1-463867-fgenesh1_kg.1_#_1465_#_TRINITY_DN9990_c0_g1_i1	gray_zone	-	R4LMA2	35.7	1.509e-05	0.0445	0.8162	0.4763
jgi-Penmal1-54507-fgenesh1_pg.80_#_3	gray_zone	-	A0A9D5TI21	46.7	3.055e-18	0.0820	0.6747	0.4597
jgi-Bombar1-540165-estExt_Genewise1Plus.C_5_t10273	gray_zone	-	A0A6C0GKB0	40.1	6.599e-24	0.0942	0.9071	0.5239
jgi-Poddi1-41907-CE41906_4550	gray_zone	-	A0A7H8QMR0	46.8	9.897e-63	0.2033	0.8267	0.5583
jgi-Triheli1-119606-CE119605_14980	gray_zone	-	A0A8D9FVU8	52.6	1.211e-40	0.1335	0.8547	0.5304
jgi-Aspca12550_1-370060-e_gw1.30.170.1	gray_zone	-	A0A9Q8WMR9	53.4	3.204e-148	0.4197	0.8551	0.6736
jgi-NeoGfMa1-622075-MIX15690_428_74	gray_zone	-	A0A089LFL0	36.2	6.909e-15	0.0724	0.8716	0.5041
jgi-Phoaln1-1834826-fgenesh1_kg.79_#_347_#_TRINITY_DN8078_c1_g1_i1	gray_zone	-	UJR30406.1	70.0	1.185e-160	0.4494	0.7943	0.6733
jgi-Extant1-540523-e_gw1.81.16.1	high_confidence_non_cazyme	-	UNY97238.1	54.9	0.0004155	0.0375	0.7542	0.4573
jgi-Neocon1-812094-estExt_fgenesh1_pm.C_600071	gray_zone	-	G2QMR2	55.2	4.496e-38	0.1309	0.5629	0.4562
jgi-Chalo1-474527-gm1.16890_g	gray_zone	-	A0A8H8NZA9	36.2	1.501e-18	0.0820	0.8375	0.5004
jgi-Slopil1-487048-fgenesh1_kg.2_#_3489_#_TRINITY_DN1976_c0_g1_i1	gray_zone	-	A0A160T067	44.5	3.58e-38	0.1379	0.8692	0.5362
jgi-Chapip1-2814900-fgenesh1_kg.5_#_2716_#_TRINITY_DN187_c2_g1_i4	gray_zone	-	CAG5078356.1	76.4	6.263e-76	0.2277	0.8241	0.5699
jgi-PhaPMI808-775237-gm1.9533_g	gray_zone	-	WAR31904.1	66.3	1.137e-07	0.0515	0.7181	0.4553
jgi-MoepN5512_1-10138-BGZ94_010237-T1	gray_zone	-	A0A068NW92	52.3	2.611e-24	0.0925	0.8418	0.5067
jgi-Morel_U14_1-398485-e_gw1.19.297.1	high_confidence_cazyme	GT57_e0	A0A176VS03	74.4	1.325e-167	0.4668	0.8047	0.6846
jgi-Tolinf1-193685-TINF00395-mRNA-1	high_confidence_cazyme	GH35_e4	G1XTB0	56.9	2.483e-210	0.5960	0.7511	0.7358
jgi-Hypfus1-495524-fgenesh1_pm.29_#_20	gray_zone	-	QWU86368.1	60.5	1.673e-232	0.6527	0.8569	0.7906
jgi-MospAD011_1-4152-BGX21_004176-T1	gray_zone	-	A0A7R8VDZ3	42.6	2.668e-21	0.0908	0.8713	0.5132
jgi-MoscN6426_1-4429-BG015_004445-T1	gray_zone	-	A0A3P6BU20	41.6	5.167e-31	0.1169	0.8026	0.5091
jgi-Sacarb1-1101-Sarb_12G04110.1	gray_zone	-	A0A7S5R1D6	33.5	1.454e-16	0.0777	0.7211	0.4691
jgi-Enthel1-512433-gm1.4019_g	gray_zone	-	WEJ95743.1	70.6	1.431e-293	0.8080	0.7192	0.8338
jgi-Pisthe1-1565021-fgenesh1_kg.18_#_850_#_TRINITY_DN15027_c3_g2_i2	high_confidence_cazyme	GT35_e0	E1RCJ4	77.4	0.0	0.9677	0.8596	0.9488
jgi-Dicsqu463_1-757476-CE757475_80765	high_confidence_cazyme	CBM50_e958|CBM50_e958	BEI90568.1	75.8	5.576e-44	0.1414	0.7029	0.4964
jgi-ChetPR9b_4-218920-estExt_Genewise1Plus.C_8_t20075	gray_zone	-	A0A7R8HE42	58.3	1.179e-52	0.1728	0.7970	0.5356
jgi-Asplaci1-263998-fgenesh1_pm.15_#_66	gray_zone	-	A0A6M7ZRF1	75.1	2.074e-126	0.3630	0.7609	0.6217
jgi-Fusma1-13446-transcript:CVK95111	high_confidence_cazyme	AA3_2	A0A7S9PRN5	66.1	1.409e-214	0.5899	0.8791	0.7647
jgi-Pleav1-93824-gm1.11012_g	gray_zone	-	A0A8S1ZM20	44.1	2.405e-67	0.2216	0.8467	0.5725
jgi-Neodi1-4154-AK830_g9931T0	gray_zone	-	-	0.0	nan	0.0000	0.8215	0.4554
jgi-LboTFB7829_1-1571779-fgenesh1_pm.37_#_9	gray_zone	-	A5B050	73.1	3.35e-173	0.4773	0.8204	0.6937
jgi-Crula1-664509-fgenesh1_pg.7_#_301	high_confidence_non_cazyme	-	UDQ96992.1	64.1	0.0005234	0.0410	0.4531	0.3838
jgi-Aspfloc1-238194-MIX841_38_97	high_confidence_non_cazyme	-	F3KZ97	44.9	2.267e-41	0.1405	0.8854	0.5416
jgi-Atrpi1-640276-MIX13153_2_43	high_confidence_non_cazyme	-	UKZ47954.1	58.5	8.339e-15	0.0646	0.6643	0.4484
jgi-Podan3-202259-mRNA_1087	high_confidence_non_cazyme	-	A0A8S2ATH8	57.8	1.31e-18	0.0820	0.7874	0.4879
jgi-Felpe1-241330-e_gw1.2.798.1	high_confidence_cazyme	GH28_e137	BEI86452.1	59.0	3.547e-109	0.3168	0.7599	0.5983
jgi-Baclam1-70228-e_gw1.29.241.1	high_confidence_cazyme	GH125_e2	A0A5Q3QFR6	70.4	2.784e-181	0.5000	0.8718	0.7179
jgi-Schrad1-216745-fgenesh1_pg.1070_#_1	high_confidence_cazyme	GT15_e0	G8C279	70.7	4.637e-155	0.4293	0.8727	0.6828
jgi-Aspwest1-212097-CE212096_369	high_confidence_cazyme	GT90_e1	A0A9Q9AMD9	64.0	5.387e-103	0.3010	0.8422	0.6111
jgi-Suiocc1-442694-CE442693_1634	high_confidence_cazyme	CBM50_e958	BEI90568.1	74.4	1.239e-45	0.1431	0.7053	0.4979
jgi-Triflo1-335661-gm1.37_g	high_confidence_non_cazyme	-	A0A1X7RR86	44.8	1.779e-56	0.1815	0.7698	0.5332
jgi-Suipal1-880027-CE880026_3690	high_confidence_cazyme	GH5_50	A0A0F7SE43	59.1	1.516e-102	0.3028	0.8288	0.6086
jgi-CgaVGIV_1-5336-transcript:KIR84434	high_confidence_cazyme	CE4_e177	A0A510IZ84	71.2	1.356e-124	0.3490	0.8696	0.6419
jgi-NeoWI3_1-728041-gm4.21718_g	high_confidence_non_cazyme	-	A0A2N1F619	37.8	9.781e-07	0.0471	0.5782	0.4181
jgi-Xylcas124033_1-520914-fgenesh1_kg.75_#_47_#_TRINITY_DN9250_c0_g1_i1	high_confidence_cazyme	PL1_10	A0A9Q9U8K3	65.0	2.938e-99	0.2862	0.7783	0.5877
jgi-Phcapi1-96346-CE96345_12408	high_confidence_cazyme	GT2	A0A6H0Y0S2	61.6	1.201e-109	0.3159	0.8937	0.6314
jgi-Aspshe1-215717-fgenesh1_pm.84_#_8	high_confidence_cazyme	GH71_e11	Q5ATX8	69.7	0.0	0.9965	0.9124	0.9764
jgi-LobpulSp1-1118746-fgenesh1_kg.482_#_4_#_TRINITY_DN5534_c0_g1_i1	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.6229	0.4057
jgi-NsAK0226_1-450674-MIX5648_14_44	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5452	0.3863
jgi-Rhisa1-825147-fgenesh1_kg.430_#_9_#_Locus255v2rpkm192.88	high_confidence_cazyme	GH72_e4|CBM43_e24	A0A8H8MTI4	62.7	1.723e-155	0.4380	0.7753	0.6629
jgi-Dicsqu464_2-3050652-fgenesh1_kg.6_#_9945_#_NCBSY_transcript/37540	high_confidence_cazyme	CE4_e93	A0A5K1JUL9	58.2	4.858e-76	0.2312	0.7882	0.5627
jgi-Cha1176438-33093-e_gw1.5.1640.1	high_confidence_cazyme	GH31_2	K3ULU7	56.1	2.762e-236	0.6562	0.8617	0.7935
jgi-Cersp395_1-1519374-fgenesh1_kg.93_#_126_#_TRINITY_DN9275_c0_g1_i1	high_confidence_non_cazyme	-	A0A0H3ACI1	37.0	8.01e-18	0.0777	0.7104	0.4664
jgi-Trikoni1-371826-fgenesh1_kg.31_#_7_#_TRINITY_DN680_c0_g1_i1	high_confidence_cazyme	GT32_e42	A0A098DI88	69.6	6.778e-97	0.2810	0.8259	0.5970
jgi-Fusoxcon1-19712-rna-gnl-WGS:AGNF-mrna_FOPG_08451T1	high_confidence_non_cazyme	-	A0A0E1SCH0	53.5	2.942e-12	0.0628	0.7605	0.4715
jgi-Gansp1-113351-fgenesh1_kg.1_#_469_#_isotig02367	high_confidence_cazyme	GH27_e18	Q9URZ0	72.6	5.779e-176	0.4843	0.8570	0.7064
jgi-Sisrad1-2355901-fgenesh1_kg.13_#_1661_#_TRINITY_DN4947_c0_g1_i5	high_confidence_cazyme	GT39_e30	A0A077WMU0	72.5	2.019e-259	0.7129	0.8731	0.8247
jgi-Cryter1-15547-e_gw1.3.140.1	high_confidence_cazyme	GH38_e20	-	0.0	nan	0.0000	0.3948	0.3487
jgi-Ustma2_2-6815-mRNA_UMAG_10007	high_confidence_non_cazyme	-	A0A0K1ERU1	34.7	4.69e-09	0.0532	0.8667	0.4933
