protein_id	tier	adjudicated_tier	family	foldseek_3di_best_hit	foldseek_3di_pident	foldseek_3di_evalue	foldseek_3di_bits_norm	saprot_cosine_to_cazyme_centroid	structure_evidence_score
jgi-TriharM10_1-438251-fgenesh1_kg.71_#_26_#_TRINITY_DN7499_c0_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	WJH34961.1	27.7	1.339e-10	0.0593	0.8525	0.4928
jgi-Asplup1-198953-fgenesh1_kg.78_#_13_#_TRINITY_DN3752_c0_g2_i2	high_confidence_cazyme	high_confidence_cazyme	AA7_e5	A0A6M7ZEK4	56.1	4.68e-131	0.3778	0.886	0.6604
jgi-Fusdim1-372520-MIX1789_24_50	high_confidence_cazyme	high_confidence_cazyme	CBM67_e28|GH78_e16	A0A7G5JI71	60.7	1.125e-290	0.7958	0.8789	0.8676
jgi-Asptaic1-175301-fgenesh1_kg.85_#_80_#_TRINITY_DN9203_c0_g1_i1	gray_zone	gray_zone_ambiguous_structure	-	F9FT76	66.7	5.757999999999999e-88	0.2539	0.8908	0.5997
jgi-Asppern1-91349-CE91348_88	high_confidence_cazyme	high_confidence_cazyme	CE4_e357	A0A173G919	71.5	1.7969999999999998e-81	0.2382	0.8512	0.5819
jgi-MelPMI1271_1-497114-MIX24893_12_19	gray_zone	gray_zone_structure_supports_cazyme	-	E3QNN8	60.5	2.187e-163	0.4668	0.7063	0.66
jgi-Aspca4-1114204-fgenesh1_kg.7_#_3370_#_TRINITY_DN9431_c0_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4596	0.3649
jgi-Stalo1-47255-fgenesh1_pm.623_#_1	high_confidence_cazyme	high_confidence_cazyme	CBM50_e488|CBM50_e709|CBM50_e570|CBM50_e137	G9NJY3	70.2	1.0470000000000001e-122	0.3499	0.6678	0.5919
jgi-XyFL0064_1-137551-CE137550_17375	gray_zone	gray_zone_structure_supports_cazyme	-	A0A517L639	56.9	2.232e-152	0.4415	0.8244	0.6769
jgi-Mormul1-172799-CE172798_7330	gray_zone	gray_zone_ambiguous_structure	-	A0A7R9A533	40.6	1.777e-63	0.2112	0.6735	0.524
jgi-Rhoto_IFO0880_4-10951-fgenesh1_kg.14_#_600_#_TRINITY_DN3313_c3_g1_i5_mRNA	gray_zone	gray_zone_structure_supports_cazyme	-	A0A4D6L7Y4	44.0	2.481e-217	0.6143	0.5131	0.6854
jgi-Bisnum1-593303-fgenesh1_kg.17_#_150_#_TRINITY_DN814_c0_g1_i1	gray_zone	gray_zone_ambiguous_structure	-	A0A7R9BFN1	60.9	4.696e-110	0.3351	0.6981	0.5921
jgi-Jahaq1-265829-CE265828_5055	gray_zone	gray_zone_ambiguous_structure	-	A0A7H8RC08	69.9	1.961e-98	0.2801	0.8277	0.597
jgi-Cercau1-439333-e_gw1.7.3173.1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A0G3EG55	37.3	1.013e-08	0.0532	0.835	0.4854
jgi-Cocmi1-37644-fgenesh1_pm.84_#_36	gray_zone	gray_zone_ambiguous_structure	-	A0A3P5ZAK4	52.8	1.26e-82	0.2635	0.7134	0.5601
jgi-XylFL1019-382803-fgenesh1_kg.10_#_300_#_TRINITY_DN11429_c0_g1_i1	gray_zone	gray_zone_ambiguous_structure	-	A0A7R8CGG6	40.3	5.370000000000001e-43	0.1483	0.7932	0.5225
jgi-Dacruf1-2271574-e_gw1.25.31.1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7R8XF07	64.0	1.8969999999999998e-185	0.5192	0.8679	0.7266
jgi-Cerun2-366267-fgenesh1_pg.4_#_110	high_confidence_cazyme	high_confidence_cazyme	GH20_e17	A0A9Q8WPA7	46.6	7.36e-92	0.2818	0.8744	0.6095
jgi-Fusoxalb1-888651-MIX13673_2_16	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7H8R1M0	65.0	3.531e-108	0.3159	0.8215	0.6133
jgi-Aspnut1-199087-fgenesh1_kg.4_#_553_#_TRINITY_DN4905_c0_g2_i1	gray_zone	gray_zone_ambiguous_structure	-	A0A6V7PD66	61.3	8.837000000000001e-122	0.3455	0.7436	0.6087
jgi-Blader1-6219-transcript:EEQ88380	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A1G4GAH0	46.7	8.336e-07	0.048	0.8724	0.4921
jgi-Penla1-392626-fgenesh1_pm.7_#_72	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A9W8R2E6	58.1	1.138e-53	0.1832	0.6062	0.4932
jgi-Anntru1-469180-MIX3092_10680_72	gray_zone	gray_zone_ambiguous_structure	-	A0A7R8HE42	59.3	6.649e-55	0.1789	0.8128	0.5426
jgi-Diahe1-6995-transcript:POS68786	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8P5D7	75.3	7.309000000000001e-199	0.5445	0.8664	0.7389
jgi-Fusox32931-4014-rna-gnl-WGS:AFML-mrna_FOYG_15234T0	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A345JSC1	36.4	6.328e-05	0.0419	0.8231	0.4767
jgi-Stely1-7001-TW65_07389T0	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A6H1NLM9	39.5	3.781e-06	0.0471	0.6901	0.4461
jgi-Cerbe1-8773-transcript:PPJ56343	gray_zone	gray_zone_ambiguous_structure	-	A0A0F8QKG7	41.7	2.167e-21	0.089	0.9219	0.525
jgi-Tramax1-1158445-estExt_Genewise1.C_1_t30014	gray_zone	gray_zone_structure_supports_cazyme	-	A0A899FYG3	72.3	2.263e-132	0.37	0.8045	0.6361
jgi-Gloci1-1722324-gm1.6311_g	gray_zone	gray_zone_ambiguous_structure	-	A0A9Q9DVU5	61.5	1.195e-82	0.2522	0.8139	0.5796
jgi-LraJLM1587_1-1525832-fgenesh1_kg.31_#_287_#_TRINITY_DN5787_c1_g1_i1	gray_zone	gray_zone_ambiguous_structure	-	A0A4D6MPM3	73.8	3.039e-94	0.2801	0.8278	0.597
jgi-Lacdel1-2350180-fgenesh1_kg.6_#_2818_#_TRINITY_DN12083_c1_g2_i1	gray_zone	gray_zone_ambiguous_structure	-	A0A7D5UXM5	50.4	1.893e-49	0.1579	0.8094	0.5313
jgi-Liptetr1-255260-CE255259_123138	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8WF83	84.0	3.6060000000000003e-147	0.4119	0.7607	0.6461
jgi-FopisF105_1-357826-fgenesh1_pm.5_#_392	gray_zone	gray_zone_ambiguous_structure	-	A0A9Q9RW12	43.4	1.4999999999999999e-53	0.1824	0.8742	0.5597
jgi-FoxF1003_1-698807-estExt_Genewise1Plus.C_11_t30134	gray_zone	gray_zone_ambiguous_structure	-	F9G000	60.8	4.271e-83	0.2539	0.8051	0.5782
jgi-Aspbre1-268648-MIX2600_237_43	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A0F7SQT6	37.0	2.032e-38	0.1396	0.6964	0.4939
jgi-Lipst1_1-70216-fgenesh1_kg.4_#_678_#_Locus2316v1rpkm79.55	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A8R9YT75	36.2	3.07e-40	0.1449	0.6824	0.493
jgi-Aspcor1-158368-fgenesh1_pm.119_#_15	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A4Y1QVX3	50.2	8.188e-77	0.2478	0.6664	0.5405
jgi-Tripleu1-435410-fgenesh1_kg.3_#_5_#_TRINITY_DN1364_c0_g2_i2	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4598	0.365
jgi-Aspoch1-510913-fgenesh1_pm.6_#_558	gray_zone	gray_zone_ambiguous_structure	-	A0A7D5YWX2	54.8	2.868e-74	0.2365	0.8308	0.5759
jgi-Gilper1-513697-estExt_Genewise1Plus.C_320083	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6M7ZQI8	71.8	7.444e-135	0.3848	0.8122	0.6455
jgi-Xyltel121673_1-238324-CE238323_3450	gray_zone	gray_zone_ambiguous_structure	-	A0A8S1ZR80	65.0	1.9199999999999998e-91	0.2705	0.8704	0.6029
jgi-Aspflo1-170602-gm1.429_g	high_confidence_cazyme	high_confidence_cazyme	GH18_e94	A0A7G5J785	74.2	3.533e-146	0.4066	0.8786	0.673
jgi-Fusco1-362545-CE362544_535	high_confidence_non_cazyme	high_confidence_non_cazyme	-	D2XJE4	62.7	0.0001304	0.0393	0.6239	0.4256
jgi-Asparx1-208193-gm1.3238_g	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8P5D7	70.3	1.137e-174	0.4843	0.7996	0.6921
jgi-Copscl1-468626-e_gw1.70.47.1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7R8ZIV0	61.9	8.382e-242	0.6649	0.7982	0.782
jgi-Lacfe1-1676-transcript:SCW01007	gray_zone	gray_zone_structure_supports_cazyme	-	QWU86368.1	66.7	9.809000000000001e-268	0.7373	0.871	0.8364
jgi-Penth1-232183-MIX21511_1076_48	high_confidence_cazyme	high_confidence_cazyme	CBM21_e9	A0A9Q8QGT2	76.3	1.797e-50	0.1719	0.5311	0.4687
jgi-Suipic1-1608417-estExt_Genemark1.C_580074	gray_zone	gray_zone_ambiguous_structure	-	A0A6M7ZFE8	46.5	1.898e-79	0.2513	0.8837	0.5966
jgi-Asppur1-30416-CE30415_20796	gray_zone	gray_zone_structure_supports_cazyme	-	A0A899G1X6	68.1	5.1e-243	0.6771	0.8898	0.811
jgi-Aspsac1-420910-estExt_fgenesh1_pg.C_40098	gray_zone	gray_zone_ambiguous_structure	-	W0TBK5	46.8	6.282e-40	0.137	0.7918	0.5164
jgi-Daralp1-693897-estExt_Genewise1.C_5_t10182	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A9Q8ZEG8	41.2	4.655e-76	0.2461	0.5552	0.5118
jgi-Kredeu1-486910-fgenesh1_pm.6_#_138	high_confidence_cazyme	high_confidence_cazyme	CE2_e3	WFB36276.1	50.3	1.76e-72	0.2216	0.8383	0.5704
jgi-Lycper1-928347-estExt_fgenesh1_pm.C_490010	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A291B0A8	50.7	1.019e-107	0.322	0.8868	0.6327
jgi-Asprhi1-104742-CE104741_2530	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8S1ZX97	46.3	1.477e-112	0.3438	0.8945	0.6455
jgi-Spoin1-7596-transcript:OAA63668	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A0F6YLV9	41.7	1.91e-05	0.0454	0.5812	0.418
jgi-Asppterr1-148038-fgenesh1_kg.11_#_149_#_TRINITY_DN4114_c2_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A223D1F8	32.7	3.766e-12	0.0637	0.8717	0.4998
jgi-Morexi1-578786-fgenesh1_kg.2_#_204_#_TRINITY_DN3756_c0_g3_i1	gray_zone	gray_zone_structure_supports_cazyme	-	QWU90274.1	54.6	5.757e-161	0.4695	0.8362	0.6938
jgi-Asplon1-197775-fgenesh1_kg.106_#_71_#_TRINITY_DN992_c0_g2_i1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.6302	0.4076
jgi-Lenafn_TMI1502_1-44374-e_gw1.258.2.1	high_confidence_cazyme	high_confidence_cazyme	CE12_e43	A0A2L2TI54	73.5	1.714e-97	0.2775	0.8203	0.5938
jgi-Aspven1-356671-fgenesh1_kg.10_#_215_#_TRINITY_DN8043_c0_g1_i1	gray_zone	gray_zone_ambiguous_structure	-	CAG5109774.1	51.1	3.546e-77	0.2356	0.9215	0.5982
jgi-Aspniv1-54522-CE54521_4711	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A6H0XYG6	58.0	1.356e-15	0.0733	0.5059	0.4131
jgi-Zoorad1-448082-fgenesh1_kg.119_#_5_#_TRINITY_DN7546_c0_g1_i2	high_confidence_cazyme	high_confidence_cazyme	AA7_e4	I1S2K2	53.9	1.007e-117	0.3412	0.8825	0.6412
jgi-Valma1-9824-transcript:KUI72885	gray_zone	gray_zone_structure_supports_cazyme	-	QWU90274.1	51.7	1.751e-176	0.5096	0.8408	0.715
jgi-FvanT110_1-522540-fgenesh1_pm.19_#_190	gray_zone	gray_zone_ambiguous_structure	-	A0A447BXU6	50.4	6.229e-87	0.2653	0.7665	0.5743
jgi-Asphai1-374142-fgenesh1_kg.155_#_66_#_TRINITY_DN209_c0_g1_i1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.5108	0.3777
jgi-Bauco1-30039-fgenesh1_kg.2_#_277_#_Locus2558v1rpkm74.00	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q9DPK0	62.8	2.5650000000000003e-168	0.4747	0.8327	0.6955
jgi-Powhir1-513089-gm1.7519_g	gray_zone	gray_zone_ambiguous_structure	-	G9HW07	43.9	4.665e-38	0.1335	0.8372	0.5261
jgi-Pgt_Ug99_A1-4614-rna-gnl-WGS:VDEP-PGTUg99_031864-T1_mrna	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4448	0.3612
jgi-Polsqu1-663200-fgenesh1_kg.116_#_64_#_TRINITY_DN12750_c0_g3_i1	gray_zone	gray_zone_ambiguous_structure	-	A0A9W8R2E6	73.9	3.491e-106	0.3106	0.7981	0.6049
jgi-Podaus1-487862-fgenesh1_kg.11_#_383_#_TRINITY_DN4581_c0_g1_i2	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q9RM93	74.6	4.3580000000000003e-122	0.3447	0.8489	0.6346
jgi-Herpot1_1-598196-estExt_fgenesh1_pm.C_260198	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A834RBM3	71.6	3.325e-16	0.0759	0.5128	0.4162
jgi-Anoalb1-2108798-e_gw1.26.232.1	gray_zone	gray_zone_ambiguous_structure	-	WEJ95743.1	38.1	2.888e-48	0.164	0.8103	0.5346
jgi-Aspne1-174468-fgenesh1_pm.13_#_16	gray_zone	gray_zone_structure_supports_non_cazyme	-	WIA17507.1	42.9	2.568e-28	0.1108	0.641	0.4657
jgi-Stasp1-253415-estExt_Genewise1.C_12_t10404	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.8542	0.4635
jgi-Aspbisp1-209654-MIX3212_555_100	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6H0Y104	73.0	5.821000000000001e-156	0.4354	0.8267	0.6744
jgi-Rhisol1-11004-transcript:EUC64409	high_confidence_cazyme	high_confidence_cazyme	GH79_e13	A0A8H2Y164	60.8	1.461e-153	0.4372	0.8517	0.6815
jgi-Exool1-140927-PV06_05378T0	gray_zone	gray_zone_ambiguous_structure	-	A0A7S8D4P8	58.6	1.3009999999999999e-92	0.2827	0.8608	0.6066
jgi-Fusoxlyc1-2543-rna-gnl-WGS:AGBH-mrna_FOWG_09992T0	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8ZFP4	67.3	2.768e-138	0.3857	0.8816	0.6632
jgi-Plecuc1-128079-CE128078_3340	gray_zone	gray_zone_ambiguous_structure	-	CAB4071864.1	60.9	8.603e-68	0.212	0.7853	0.5524
jgi-Clasph1-6039-CSPH_05608-R0	gray_zone	gray_zone_ambiguous_structure	-	A0A385BR82	58.3	7.824e-62	0.199	0.8525	0.5626
jgi-Melme_tre1-1127631-fgenesh1_pm.47_#_7	gray_zone	gray_zone_ambiguous_structure	-	P46970	48.1	2.869e-112	0.3429	0.6599	0.5864
jgi-Porspa1-1834607-e_gw1.69.99.1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A517L745	71.4	2.786e-131	0.3691	0.8461	0.6461
jgi-Sphst1-250521-gm1.12411_g	gray_zone	gray_zone_ambiguous_structure	-	ARA85284.1	59.3	7.9730000000000005e-87	0.2548	0.8779	0.5969
jgi-Asppsf1-149160-fgenesh1_kg.20_#_189_#_TRINITY_DN11011_c0_g1_i1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A1X7S587	63.4	3.176e-148	0.4241	0.8769	0.6813
jgi-Ricfib1-2523289-fgenesh1_kg.134_#_82_#_Locus4379v1rpkm45.72	gray_zone	gray_zone_ambiguous_structure	-	WFD22748.1	33.6	1.279e-36	0.1318	0.8939	0.5394
jgi-Mycmet1-1401144-estExt_Genewise1Plus.C_1_t30017	high_confidence_cazyme	high_confidence_cazyme	AA2_e8	E3QAZ3	58.1	7.666e-107	0.3106	0.8173	0.6096
jgi-Aspisr1-35274-fgenesh1_pm.25_#_35	gray_zone	gray_zone_ambiguous_structure	-	A0A810N5V3	48.1	1.645e-43	0.1449	0.8128	0.5256
jgi-TriTUC5505_1-355120-fgenesh1_kg.5_#_1556_#_TRINITY_DN3711_c0_g1_i1	gray_zone	gray_zone_structure_supports_cazyme	-	K8ELT8	44.0	1.35e-126	0.3805	0.7957	0.6391
jgi-Phlrad1-144885-plus.g5214.t1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	K8EL64	40.5	0.0002613	0.041	0.7227	0.4512
jgi-Aspoli1_1-219089-gm1.1189_g	gray_zone	gray_zone_structure_supports_non_cazyme	-	UZN02919.1	38.4	3.548e-10	0.0576	0.6329	0.437
jgi-Ilyro1-421368-estExt_fgenesh1_pg.C_13_t20013	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A9Q8SQH7	53.6	8.681e-19	0.0829	0.5361	0.4255
jgi-Schpa1-842537-estExt_Genewise1.C_00002_t20038	gray_zone	gray_zone_structure_supports_cazyme	-	QGI79035.1	79.4	7.014000000000001e-191	0.5253	0.7852	0.709
jgi-Asptur1-10529-CE10528_9140	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8S2AUF1	82.2	1.0200000000000001e-154	0.4276	0.7344	0.6474
jgi-TerJ132_1-3657-transcript:KNZ78720	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.6586	0.4147
jgi-Colac2-699895-estExt_Genewise1Plus.C_490128	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8S2ADH0	61.0	4.0839999999999995e-139	0.4127	0.8167	0.6605
jgi-Schvir1-25312-e_gw1.8.33.1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A3F3AZX4	45.9	4.076e-24	0.0986	0.7039	0.4753
jgi-Phchr3_2-6540806-fgenesh1_kg.1_#_1853_#_TRINITY_DN1430_c0_g1_i5	gray_zone	gray_zone_ambiguous_structure	-	A0A8F3AI11	45.3	7.819e-111	0.3394	0.6198	0.5747
jgi-Greab1-503754-fgenesh1_pm.30_#_80	gray_zone	gray_zone_structure_supports_non_cazyme	-	QYG93108.1	36.2	1.155e-18	0.0803	0.8535	0.5035
jgi-FoxF1004_1-841807-e_gw1.7.1804.1	gray_zone	gray_zone_ambiguous_structure	-	UQX89424.1	30.8	1.8080000000000002e-25	0.1003	0.8909	0.5229
jgi-Daldec1-209938-CE209937_1854	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A346A1H1	73.9	7.785e-07	0.048	0.8449	0.4852
jgi-Rhimi_ATCC52814_1-302854-gm1.2553_g	gray_zone	gray_zone_ambiguous_structure	-	WFD23442.1	51.9	5.097e-99	0.308	0.695	0.5778
jgi-Tramey1-883421-gw1.9.388.1	high_confidence_cazyme	high_confidence_cazyme	GH5_9	G8A531	60.8	1.901e-161	0.4572	0.8367	0.6878
jgi-Rhima1-3476-transcript:KIX08829	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A1S8LZR7	46.9	3.231e-54	0.1728	0.8312	0.5442
jgi-Aspspi1-277914-gm1.7579_g	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6L9JRK9	43.8	1.0199999999999999e-138	0.4119	0.8272	0.6627
jgi-Lennov1-81515-gm1.5634_g	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8S2AJS5	62.6	2.5340000000000003e-124	0.3543	0.7583	0.6167
jgi-Canca1-2970-gm1.2970_g	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8P736	53.8	2.2440000000000002e-128	0.3674	0.8094	0.636
jgi-Crori1-851191-estExt_Genewise1Plus.C_1200031	gray_zone	gray_zone_structure_supports_non_cazyme	-	UZJ55529.1	50.0	1.362e-15	0.0689	0.7158	0.4634
jgi-Pirfi3-401425-estExt_fgenesh1_pm.C_10363	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4991	0.3748
jgi-Aspuda1-8339-AUD_4349	gray_zone	gray_zone_ambiguous_structure	-	A0A9W8R2E6	75.2	3.014e-104	0.3045	0.79	0.5998
jgi-Cocpos1-3187-transcript:EFW20012	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A2A7HEG8	41.0	1.976e-10	0.0576	0.8667	0.4955
jgi-Colph1-454266-fgenesh1_pg.27_#_126	gray_zone	gray_zone_ambiguous_structure	-	A0A9Q8T6J9	49.2	5.982e-44	0.1518	0.8156	0.5298
jgi-Bacci1-259120-estExt_Genewise1Plus.C_1970026	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A1Q6G2Z1	32.9	2.918e-07	0.0497	0.5814	0.4202
jgi-FvanT33_1-282141-fgenesh1_kg.6_#_1241_#_TRINITY_DN8302_c0_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A4Y1R718	30.2	0.0001074	0.041	0.8056	0.4719
jgi-Phycit1-419667-fgenesh1_kg.36_#_95_#_Locus1133v1rpkm122.58	high_confidence_cazyme	high_confidence_cazyme	AA1_3	A0A2H3S4A9	65.6	1.113e-171	0.4764	0.7606	0.6784
jgi-Asppdef1-272731-gm1.12622_g	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A7H8QQE3	42.4	9.839e-59	0.1902	0.9067	0.5718
jgi-MoelNVP5_1-6202-BGZ90_006259-T1	high_confidence_cazyme	high_confidence_cazyme	GT2	G4THC1	65.6	1.679e-263	0.7321	0.8763	0.8351
jgi-Aspsublat1-276208-gm1.10063_g	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7H8QT70	75.8	1.111e-141	0.3997	0.7731	0.6431
jgi-Aspcu1-434445-fgenesh1_pm.49_#_22	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A6B9TMV5	37.1	2.366e-05	0.0445	0.8333	0.4806
jgi-Kircor1-389251-fgenesh1_kg.38_#_262_#_TRINITY_DN3410_c0_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	CAB4112156.1	53.4	1.261e-17	0.0759	0.8042	0.489
jgi-Crudry1-1667947-CE1667946_38750	gray_zone	gray_zone_ambiguous_structure	-	ARA85284.1	56.9	3.83e-85	0.2513	0.8747	0.5943
jgi-MospGBA43_1-3690-BGX31_003717-T1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A554XE19	55.1	5.602e-10	0.0585	0.7194	0.4591
jgi-Fusmo1-305341-MIX7569_51_85	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.8242	0.4561
jgi-FvanT36_1-161597-CE161596_1408	high_confidence_non_cazyme	high_confidence_non_cazyme	-	QOX79027.1	39.0	1.938e-13	0.0663	0.9065	0.5098
jgi-Clapol1_1-368918-CE368917_3332	gray_zone	gray_zone_structure_supports_non_cazyme	-	F8KZE4	31.0	1.717e-15	0.0707	0.8132	0.4886
jgi-Morgam1-468905-fgenesh1_pm.72_#_2	gray_zone	gray_zone_structure_supports_non_cazyme	-	CAG5110146.1	27.4	9.726e-10	0.0558	0.8081	0.4799
jgi-EurotioJF034F_1-436216-fgenesh1_kg.4_#_2319_#_TRINITY_DN4175_c0_g3_i1	gray_zone	gray_zone_ambiguous_structure	-	CAB4082109.1	58.0	9.484e-47	0.1501	0.8234	0.5309
jgi-Pdis17420_1-276887-fgenesh1_kg.60_#_20_#_TRINITY_DN1501_c2_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4771	0.3693
jgi-Colcu1-14030-mrna_14030	gray_zone	gray_zone_ambiguous_structure	-	A0A9W6NSP5	46.5	1.5240000000000002e-57	0.1841	0.8043	0.5431
jgi-FlaPMI526_1-1705929-gm1.4219_g	high_confidence_cazyme	high_confidence_cazyme	CBM13_e183	A0A1M4EH27	54.8	1.593e-32	0.1108	0.7959	0.5044
jgi-Aspang1-946187-fgenesh1_kg.57_#_44_#_TRINITY_DN993_c0_g1_i1	gray_zone	gray_zone_ambiguous_structure	-	A0A7H8RC90	44.4	7.17e-64	0.1998	0.8152	0.5537
jgi-Asppari1-363899-fgenesh1_kg.98_#_43_#_TRINITY_DN4885_c0_g1_i2	gray_zone	gray_zone_structure_supports_cazyme	-	W0VB37	54.8	2.3869999999999997e-127	0.3656	0.9048	0.659
jgi-Polsie1-794989-fgenesh1_kg.19_#_1243_#_TRINITY_DN2790_c1_g1_i2	high_confidence_non_cazyme	high_confidence_non_cazyme	-	C9LY13	51.4	2.353e-06	0.0454	0.5937	0.4211
jgi-Aspwes1-93025-CE93024_4937	gray_zone	gray_zone_ambiguous_structure	-	A0A8H8P2P4	51.4	1.158e-49	0.1719	0.8302	0.5435
jgi-Aspeviol1-248736-MIX1581_58_59	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.8128	0.4532
jgi-Colsp1-10860-mrna_6384	gray_zone	gray_zone_ambiguous_structure	-	K8EM54	33.0	1.024e-41	0.1475	0.8715	0.5416
jgi-Cylto1-375266-estExt_Genewise1.C_850005	gray_zone	gray_zone_ambiguous_structure	-	A0A4D6NUZ0	67.9	1.516e-113	0.3229	0.7844	0.6075
jgi-Pcom16775_1-366542-fgenesh1_pm.21_#_97	gray_zone	gray_zone_structure_supports_non_cazyme	-	F0R6T4	49.2	7.24e-07	0.0497	0.6288	0.4321
jgi-Pensol1-9402-PENSOL_c058G00033T0	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A7Z2YEI1	35.6	1.721e-08	0.0497	0.7728	0.4681
jgi-HaspN3175_1-2549-BGZ49_002561-T1	gray_zone	gray_zone_structure_supports_cazyme	-	Q5BGH8	55.1	1.549e-115	0.3517	0.8308	0.6335
jgi-Pcit122670-531538-e_gw1.35.214.1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7H8QMI3	65.7	2.198e-200	0.5567	0.8711	0.7461
jgi-Tulinq1-1647273-estExt_fgenesh1_pm.C_170036	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A7T5EQF7	49.2	1.086e-05	0.0445	0.8632	0.488
jgi-Pycco1662_1-782913-fgenesh1_kg.19_#_125_#_Locus2484v1rpkm64.25	high_confidence_cazyme	high_confidence_cazyme	GH125_e2	A0A1I9Q752	68.0	4.125e-183	0.5079	0.8992	0.7287
jgi-Penfe1-421527-estExt_fgenesh1_pg.C_4_t30016	gray_zone	gray_zone_ambiguous_structure	-	D1PFS4	48.7	5.0060000000000004e-55	0.1736	0.859	0.5516
jgi-Lacbi2-308285-Lacbi1.eu2.Lbscf0039g01380	high_confidence_cazyme	high_confidence_cazyme	GT15_e0	A0A061BIW8	57.0	1.25e-74	0.2243	0.8685	0.5793
jgi-Aspparac1-6990-e_gw1.2.84.1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8ZEG8	50.6	1.549e-115	0.3517	0.7586	0.6155
jgi-Polhy1-7399-transcript:PGH19190	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A9Q8UWS4	44.1	8.095e-05	0.0428	0.8982	0.4959
jgi-Daequ1-721483-fgenesh1_kg.4_#_327_#_Locus96v1rpkm1101.19	gray_zone	gray_zone_structure_supports_cazyme	-	WEJ94736.1	63.4	2.833e-191	0.5305	0.9074	0.7421
jgi-Armosto1-249904-mRNA_AROS_00149_AROS_00149	high_confidence_cazyme	high_confidence_cazyme	PL3_2	WDK15293.1	66.5	1.03e-62	0.1902	0.6695	0.5125
